EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
230959360,PENNSYLVANIA MOTOR TRUCK ASSOCIATION,% PENNSYLVANIA MOTOR TRUCK ASSOCIAT,CAMP HILL,AKROTIRI,,00000-0000,0000,06,3,2000,194502,2,00,920059279,5,01,202412,6,6,01,0,12,2533603,1200929,1182307,,
233050252,GLOBAL IMPORTUNE INC,% MARK KONRAD,LONDON ONTARIO N5Y 2X4,CANADA,,00000-0000,0000,03,3,1200,200206,1,15,000000000,1,01,202509,0,0,02,0,09,0,0,0,Q700,
233070432,HAVEN YOUTH LACROSSE,% MARESA MAHONEY,SWARTHMORE PA 19081,PARAGUAY,,00000-0000,0000,03,3,1000,200204,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N60,
237020087,AMERICAN FEDERATION OF TEACHERS,% ROSA SOTO-THOMAS,PO BOX 1530,KINGSHILL,VI,00851-1530,0787,05,9,3000,196810,2,00,263264279,5,01,202506,4,4,01,0,06,466669,403966,403966,,1826 ST CROIX
237024566,PROFESSIONAL HOCKEY PLAYERS ASSOCIATION,% MR LARRY LANDON,NIAGARA FALLS ON L2J 2K9,CANADA,,00000-0000,0000,05,3,3000,197506,2,00,200264205,5,01,202504,7,6,01,0,04,6542517,2650900,2650900,,
237034732,FAMILIES PLANNING ASSOCIATION OF PUERTO RICO,,PO BOX 192379,SAN JUAN,PR,00919-2379,0000,03,3,1200,195709,1,15,602059000,5,01,202312,6,6,01,0,12,4890073,1711211,1683180,,
237050819,ARNOLD AIR SOCIETY-SILVER WINGS,% UNIV OF PUERTO RICO MAYAGUEZ,ROTC BLDG SANCHEZ HALL BOX 9000,MAYAGUEZ,PR,00681-0000,1224,04,9,3000,197001,2,00,059000000,5,01,202405,0,0,02,0,05,0,0,0,,756 AFROTC DET
237057588,TAU BETA PI ASSOCIATION INC,% JOSUAN H SANCHEZ,PO BOX 9000,MAYAGUEZ,PR,00681-9000,0782,07,9,1000,197003,2,00,059319000,5,01,202605,0,0,02,0,05,0,0,0,,PUERTO RICO ALPHA CHAPTER
237063049,NATIONAL TREASURY EMPLOYEES UNION,% HIRAM GONZALEZ,PO BOX 37297,SAN JUAN,PR,00937-0297,0878,05,9,3000,194508,2,00,263264480,5,01,202509,0,0,02,0,09,0,0,0,,188 NTEU CHAPTER
237067592,THE GOVERNORS OF THE UNIVERSITY OF CALGARY,% CONTROLLERS OFFICE ADMIN RM 201,CALGARY AB T2N1N4,CANADA,,00000-0000,0000,03,3,1000,196912,1,11,030000000,1,01,202503,9,9,01,0,03,4083730580,1269876563,1269761785,,
237068987,ELISABETH HEIM E V,,BOHMERSTRASSE,GER,,00000-0000,0000,03,2,1270,197006,2,10,030382029,1,01,,0,0,06,0,12,,,,,
237069575,UNIVERSITY OF SASKATCHEWAN,% TAX DEPT,SASKATOON SASKATCHEWAN S7N 5A2,CANADA,,00000-0000,0000,03,3,2000,197006,4,11,030000000,1,01,202504,9,9,01,0,04,2257014245,972501077,962171944,B43Z,
237069576,UPPER CANADA COLLEGE FOUNDATION,,TORONTO ONTARIO M4V1W6,CANADA,,00000-0000,0000,03,3,2000,197006,4,17,059000000,1,01,202506,9,8,01,0,06,121880274,21126217,11266401,,
237069639,SAINT JOHN BAPTIST COLLEGE IN THE UNIVERSITY OF OXFORD,% ZOE HANCOCK,OXFORD OX1 3JP,UNITED KINGDOM,,00000-0000,0000,03,3,1200,201506,2,11,046030000,1,01,202507,9,9,01,0,07,1266193400,199477182,91098059,B43,
237069967,YORK UNIVERSITY,,TORONTO ON M3J1P3,CANADA,,00000-0000,0000,03,3,2000,202410,4,11,046030000,1,01,202504,9,9,01,0,04,2738822163,1022387878,1017395087,B43,
237075452,CAMBRIAN HEIGHTS BAPTIST CHURCH,,CALGARY,CANADA,,00000-0000,0000,03,3,7000,197001,4,10,001000000,1,01,,0,0,06,0,12,,,,,
237088831,CARLETON UNIVERSITY,% J K KETTLES DIR OF FIN,OTTAWA ONTARIO K1S 5B6,CANADA,,00000-0000,0000,03,3,2000,197012,4,11,046030927,1,01,202504,9,9,01,0,04,1398304287,586364620,586364620,,
237098804,ASSOCIATION LA CROIX DOR,,GENEVA,SWITZERLAND,,00000-0000,0000,03,3,7000,195006,2,10,001000000,5,01,,0,0,06,0,12,,,,,
237099181,AMERICAN SCHOOL OF MILAN,,20073 OPERA,ITALY,,00000-0000,0000,03,3,2000,197103,2,11,046030000,5,01,202508,8,8,01,0,08,42878752,26638342,26638342,,
237099472,QUEENS UNIVERSITY AT KINGSTON DEPARTMENT OF FINANCIAL SERVICES,% PETER VIVEIROS,KINGSTON ON K7L 3N6,CANADA,,00000-0000,0000,03,3,2000,193402,4,11,046030000,1,01,202504,9,9,01,0,04,2849707030,882649356,882649356,,RICHARDSON HALL
237101211,PONTIFICIA UNIVERSITA GREGORIANA,,ROME,ITALY,,00000-0000,0000,03,3,2700,196304,2,10,046030029,5,01,,0,0,06,0,09,,,,,
237102787,SHAWNIGAN LAKE SCHOOL,% 1975 RENFREW RD,SHAWNIGAN LAKE BC V0R 2W1,CANADA,,00000-0000,0000,03,3,2000,196211,4,11,046030000,1,01,202406,8,8,01,0,06,14368296,46772630,46772630,,
237103810,UNIVERSITY OF NEW BRUNSWICK,% WILLIAM BEST,FREDERICTON NEW BRUNSWICK E3B5A3,CANADA,,00000-0000,0000,03,3,2000,195804,4,11,030000000,1,01,202504,9,9,01,0,04,736364332,321501621,321501621,,
237105307,MASTER FELLOWS & SCHOLARS OF PEMBROKE COLL IN THE UNIV OF OXFOR,,OXFORD OXFORDSHIRE OX1 1DW,UNITED KINGDOM,,00000-0000,0000,03,3,2000,196205,2,11,030000000,1,01,202407,0,0,02,0,07,0,0,0,,
237112044,MISSION DU KIANGNAN-LUXEMBOURG,% RV G GERMAIN SJ,KOWLOON,HONG KONG,,00000-0000,0000,03,3,7000,194802,2,10,001000000,5,01,,0,0,06,0,12,,,,,
237112052,PROCURE DES MISSIONS DE CHINE CEYLAN ET MADAGASCAR 1150,,BRUXELLES,BELGIUM,,00000-0000,0000,03,3,7000,195003,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237128019,CLUB DE LEONES CAPITAN CORREA DE ARECIBO INCORPORATED,% JOSE MARRERO NIEVES,PO BOX 2302,ARECIBO,PR,00613-2302,0239,04,9,3000,197109,2,00,279319000,5,01,202406,0,0,02,0,06,0,0,0,,14377 ARECIBO CAPITAN CORREA
237128118,F K MORROW FOUNDATION,% SUSAN OUELLETTE,LOCAL,CANADA,,00000-0000,0000,03,3,1000,194605,1,04,602000000,1,01,202509,9,7,00,1,09,64327278,7161279,,,
237128119,NATIONAL TRUST FOR PLACES OF HISTORIC INTEREST OR NATURAL BEAUT,% JAMES BENNETT,UNITED KINGDOM WILTSHIRE SN22NA,UNITED KINGDOM,,00000-0000,0000,03,3,2000,195403,2,16,059062000,2,01,202502,9,9,01,0,02,2481522000,898624000,898624000,,
237133516,ISLAND RESOURCES FOUNDATION,,PO BOX 370,CHARLOTTE AMA,VI,00804-0370,0000,03,3,1000,197312,1,15,161180059,1,01,202506,0,0,02,0,06,0,0,0,T30,
237144209,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SOUTHERN JURISDICTION,,KITANAKAGUSKU OKINAWA 901-2304,JAPAN,,00000-0000,0095,10,9,1000,194009,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF KITANAKAGUSUKU & BODIES Y
237147885,ST CATHERINES COLLEGE IN THE UNIVERSITY OF OXFORD,,OXFORD OXFORDSHIRE OX1 3UJ,UNITED KINGDOM,,00000-0000,0000,03,3,2000,196410,2,11,030000000,1,01,202407,0,0,02,0,07,0,0,0,,
237157589,FUTURE BUSINESS LEADERS OF AMERICA PHI BETA LAMBDA INC,% JOSE R JIMENEZ-HERNANDEZ,PO BOX 190931,SAN JUAN,PR,00919-0931,2205,03,9,2000,197110,1,16,059200205,5,01,,0,0,02,0,06,,,,,PUERTO RICO CHAPTER
237161572,AMERICAN INTERNATIONAL CHURCH SOCIETY,,LONDON W1T 4TD,UNITED KINGDOM,,00000-0000,0000,03,3,7000,197203,2,10,001000000,1,01,202512,0,0,06,0,12,0,0,0,,
237167109,COMMUNITY CHURCH OF TEHRAN IRAN,,ARMISH-MAAG APO 205              EN,APO,AE,09008-0000,0000,03,3,7000,196307,1,10,001000000,5,01,,0,0,06,0,12,,,,,
237169959,COIF CHARITIES INVESTMENT FUND,% CCLA INVESTMENT MANAGEMENT LTD,LONDON ENGLAND,UNITED KINGDOM,,00000-0000,0000,03,3,1000,197102,2,04,000000000,2,01,202412,9,9,00,1,12,4885397681,104360139,,A12,
237169963,BRIDGE STREET UNITED CHURCH,% BRIDGE STREET METHODIST CHURCH,BELLEVILLE,CANADA,,00000-0000,0000,03,3,7000,196405,4,10,001000000,1,01,,0,0,06,0,12,,,,,
237169965,BALLYWEANEY PRESBYTERIAN CHURCH MOUNTHAMILTON,% WALLACE SAYERS,BALLYMENA,IRELAND,,00000-0000,0000,03,3,7000,195811,2,10,001000000,5,01,,0,0,06,0,12,,,,,
237169970,ASSOCIATION DE LEGLISE ANGLICANE DE ST PAUL,,MONTE CARLO,MONACO,,00000-0000,0000,03,3,7000,195910,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237172320,UNIVERSITE DE MONTREAL SUCCURSALE A QUEBEC,% DANIEL JUTRAS,MONTREAL QUEBEC H3C 3T4,CANADA,,00000-0000,0000,03,3,2000,197205,4,11,030000000,1,01,202504,9,9,01,0,04,4213423000,1508676000,1508676000,B43Z,YUES CLOUTIER
237176806,UNITED STEELWORKERS,% DAVID TOUCET,PO BOX 6828,BAYAMON,PR,00960-5828,0260,05,9,3000,194012,2,00,263059269,5,01,202512,0,0,02,0,12,0,0,0,,06135 LOCAL
237208844,UNION FOR INTERNATIONAL CANCER CONTROL,% 62 ROUTE DE FRONTENEX,GENEVA GENEVA 1202,SWITZERLAND,,00000-0000,0000,03,3,8000,196212,2,15,161180561,5,01,202412,7,8,01,0,12,9204056,14460182,14460182,G30Z,
237213053,PROTESTANT COMMUNITY CHURCH,,CIUDAD,DOMINICAN REP,,00000-0000,0000,03,3,7000,195710,2,10,001000000,5,01,,0,0,06,0,09,,,,,
237213057,PORT WILLIAMS UNITED BAPTIST COMMUNITY CHURCH,,PORT WILLIAMS,CANADA,,00000-0000,0000,03,3,7000,196304,4,10,001000000,5,01,,0,0,06,0,12,,,,,
237213309,MCMASTER UNIVERSITY ONTARIO,% OMER AHMED,HAMILTON ONTARIO L8S 4L8,CANADA,,00000-0000,0000,03,3,1000,193811,4,11,317000000,1,01,202504,9,9,01,0,04,3062492760,1126613610,1115308465,,
237214286,ST PAULS ANGELICAN CHURCH,,FORT ERIE,CANADA,,00000-0000,0000,03,3,7000,197301,4,10,001000000,5,01,,0,0,06,0,12,,,,,
237215274,BALLYDOWN PRESBYTERIAN CHURCH,% ULSTER BANK,BALLYDOWN BAINBRIDGE,CO DOWN N IRELAND,,00000-0000,0000,03,3,7000,197206,2,10,001000000,5,01,,0,0,06,0,12,,,,,
237216206,ST BENEDICTS ABBEY,,INVERNESS SH,SCOTLAND,,00000-0000,0000,03,3,7000,196107,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237216209,ROMAN CATHOLIC DIOCESE OF QUIMPER ET LEON,,QUIMPER FINIST,FRANCE,,00000-0000,0000,03,3,7000,197301,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237216210,ROMAN CATHOLIC DIOCESE OF LIEGE,,LIEGE,BELGIUM,,00000-0000,0000,03,3,7000,197301,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237221636,EVANGELICAL FREE CHURCH OF CANADA,,CALGARY,CANADA,,00000-0000,0000,03,3,7000,197207,4,10,001029000,1,01,,0,0,06,0,12,,,,,
237222740,PSI FOUNDATION,% SAMUEL MOORE,TORONTO ONTARIO M4C 5R4,CANADA,,00000-0000,0000,03,3,1000,198707,4,04,911602162,1,01,202412,9,7,00,1,12,105176586,6538666,,,
237225198,DARWIN COLLEGE CAMBRIDGE UK,,CAMBRIDGE CB3 9EU,UNITED KINGDOM,,00000-0000,0000,03,3,1000,197305,2,09,998000000,2,01,202506,0,0,02,0,06,0,0,0,,
237225998,SYNOD OF THE DIOCESE OF NIAGARA,,HAMILTON,CANADA,,00000-0000,0000,03,3,7000,197210,4,10,029000000,1,01,,0,0,06,0,12,,,,,
237226027,PAKISTANI LUTHERAN CHURCH,% BISHOP MANZAL,MARDAN,W PAKISTAN,,00000-0000,0000,03,3,7000,197301,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237226033,INSTITUT PASTEUR,,PARIS 75015,FRANCE,,00000-0000,0000,03,3,1000,197505,2,15,059000000,1,01,202512,9,9,01,0,12,1605929544,490767999,409245392,,
237226533,UNION DEGLISES BAPTISTES FRANCAISES AU CANADA,,MONTREAL,CANADA,,00000-0000,0000,03,3,7000,197211,4,10,001000000,1,01,,0,0,06,0,12,,,,,
237229877,TRUSTEES OF THE PRESBYTERIAN CHURCH IN IRELAND,,BELFAST,IRELAND,,00000-0000,0000,03,3,7000,197210,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237247277,SOUTHEASTERN MENNONITE CONFERENCE INC,,HC 1 BOX 3321,FLORIDA,PR,00650-9506,0000,03,3,7000,197308,1,10,001000000,1,01,,0,0,06,0,06,,,,,
237253795,BISHOPS UNIVERSITY FOUNDATION,% ISABELLE GOYETTE,SHERBROOKE QUEBEC J1M 1Z7,CANADA,,00000-0000,0000,03,3,1200,197302,4,17,059927000,1,01,202504,9,8,01,0,04,67089203,11780054,8855740,B43I,
237254561,JEWISH AGENCY FOR ISRAEL,,JERUSALEM FC 91000,ISRAEL,,00000-0000,0000,03,3,1000,194809,2,15,561382029,5,01,202412,9,9,01,0,12,1308760000,515416779,455512779,,
237254943,ROME FESTIVAL ORCHESTRA LTD,,1COND PLAYA AZUL 1 1303,LUQUILLO,PR,00773-0000,0000,03,3,2100,197303,1,11,030000000,1,01,202412,4,4,01,0,12,163255,390918,95832,A68Z,
237259899,INTEGRAL DE LOIZA CONCILIODE SALUD,,PO BOX 509,LOIZA,PR,00772-0509,0000,03,3,1000,197312,1,15,998000000,1,01,202306,9,9,01,0,06,89328769,58681999,58681999,,
237259907,ESK-OMI MISSION INC,,ST NORBERT MANITOBA R3V 1L6,CANADA,,00000-0000,0000,03,3,1000,197304,4,16,029927000,1,01,202512,0,0,02,0,12,0,0,0,P28Z,
237282005,DISABLED AMERICAN VETERANS,% DOMINGO OQUENDO VELEZ,PO BOX 66,MERCEDITA,PR,00715-0066,0557,04,9,3000,194206,1,00,908279265,5,01,202506,0,0,02,0,06,0,0,0,,4 PONCE
237282007,DISABLED AMERICAN VETERANS,% STEVEN A VELEZ,PO BOX 2506,SAN GERMAN,PR,00683-2506,0557,04,9,3000,194206,1,00,908279265,5,01,202606,0,0,02,0,06,0,0,0,,6 MAYAGUEZ
237282008,DISABLED AMERICAN VETERANS,% JUAN LOZANO,PO BOX 266,PUERTO REAL,PR,00740-0266,0557,04,9,3000,194206,1,00,908279265,5,01,202606,0,0,02,0,06,0,0,0,,7 FAJARDO
237282009,DISABLED AMERICAN VETERANS,% JIMMY DELUCCA,14 CALLE ESPERANZA,ARROYO,PR,00714-0000,0557,04,9,3000,194206,2,00,264927160,5,01,202506,0,0,02,0,06,0,0,0,,8 ARROYO
237282012,DISABLED AMERICAN VETERANS,% WILFREDO L ARROYO,7 CALLE LOS ANGELES,ARECIBO,PR,00612-5479,0557,04,9,3000,194206,1,00,264927160,2,01,202506,0,0,02,0,06,0,0,0,W24,11 SGT A BERMUDEZ
237282028,KINGSWOOD UNIVERSITY,% DR STEPHEN J LENNOX PRES,SUSSEX E4E1E6,CANADA,,00000-0000,2079,03,9,7200,197005,1,10,601030000,5,01,,7,6,06,0,06,,,,B42,
237282029,HALF MOON BAY FOUNDATION,% VICKI LEAKEY C G A,GANANOQUE ON K7G 2V5,CANADA,,00000-0000,0000,03,3,1700,197304,4,10,001000000,1,01,,0,0,02,0,12,,,,,
237283520,SOUTH SHORE COMMUNITY SERVICE ASSOCIATION,,CHESTER NOVA SCOTIA B0J1J0,CANADA,,00000-0000,0000,03,3,2100,197305,4,11,046030160,5,01,202503,7,6,01,0,03,6834540,4118594,4118594,P82Z,
237285905,HEBREW UNIVERSITY ASSOCIATION JERUSALEM PALESTINE,% YANIV COHEN,JERUSALEM 91000,ISRAEL,,00000-0000,0000,03,3,1000,193802,4,11,059000000,5,01,202509,9,9,01,0,09,3594914000,1055254078,1055254078,B430,HEBREW UNIVERSITY OF JERUSALEM
237303703,INTERNATIONAL WATER RESOURCES ASSOCIATION INC,% TREASURER IWRA,PARIS 75008,FRANCE,,00000-0000,0000,03,3,1000,198804,1,16,199000000,1,01,202412,4,4,01,0,12,186016,145395,145395,C032,
237311301,EMMANUEL COLLEGE,% MICHAEL GROSS,CAMBRIDGE CB2 3AP,UNITED KINGDOM,,00000-0000,0000,03,3,2000,200902,2,11,030000000,5,01,202507,9,8,01,0,07,576582220,35632960,35632960,B42,
237320162,SAINT VINCENTS HOME,% LAWRENCE SMITH,ZAPOPAN JALISCO 45080,MEXICO,,00000-0000,0000,03,3,7000,197310,1,10,001000000,1,01,,0,0,06,0,12,,,,,APDO POSTAL 39-181
237320169,ASIAN VEGETABLE RESEARCH AND DEVELOPMENT CENTER ASVEG,,SHANHUA TAINAN 74199,TAIWAN,,00000-0000,0000,03,3,8000,197310,2,15,161180911,5,01,202512,8,8,01,0,12,18465452,28135687,28135687,,
237320915,UNITED STEELWORKERS,% DORALIS VAZQUEZ,P O BOX 6686,PONCE,PR,00733-0000,0260,05,9,3000,194012,2,00,263264279,5,01,202512,0,0,02,0,12,0,0,0,,08198 LOCAL
237322865,ALPHA PI MU ASSOCIATION,% MAYRA MENDEZ,400 CALLE MARGINAL ST 2 PMB 128,SABANA GRANDE,PR,00637-0000,1085,03,9,2000,199401,2,16,036000000,5,01,202512,0,0,02,0,12,0,0,0,,PUERTO RICO CHAPTER
237327231,EVANGELICAL LUTHERAN CHURCH OF CANADA,,SASKATOON,CANADA,,00000-0000,0000,03,3,7000,197312,4,10,001000000,1,01,,0,0,06,0,01,,,,,
237327232,ST ANDREWS AMERICAN CHURCH,,ATHENS 15669,GREECE,,00000-0000,0000,03,3,7000,197312,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237327757,CROSSROADS GOSPEL ASSOCIATION INC,% CROSSROADS BIBLE CHURCH,BALBOA-ANCON,REPUBLIC OF PANAMA,,00000-0000,0000,03,3,7000,197312,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237327860,BOY SCOUTS OF AMERICA,,OPC 557 BOX 80,FPO,AP,96371-0000,1761,03,9,1200,196511,1,15,059328908,5,01,202412,6,6,01,0,12,2376943,1324307,1192829,,803 FAR EAST COUNCIL
237328457,NOBEL FOUNDATION,% BARRY J HART ESQ K&L GATES LLP,STOCKHOLM SE-102 45,SWEDEN,,00000-0000,0000,03,3,2800,195204,2,15,914199059,5,01,202412,9,8,01,0,12,383275825,27106928,22380911,,
237334441,MORAVIAN CHURCH VIRGIN ISLAND CONFERENCE,,PO BOX 869,CHRISTIANSTED,VI,00821-0869,0000,03,3,7000,201009,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
237341852,AMERICAN POSTAL WORKERS UNION,,PO BOX 788,KINGSHILL,VI,00851-0788,2474,05,9,3000,197311,2,00,263279000,5,01,202512,0,0,02,0,12,0,0,0,,6176 VIRGIN ISLAND AREA LOCAL
237344366,MONTSERRAT FOUNDATION INC,% WILLIAM ANDERSON WHITE ESQ,PALM LOOP MSR1330,MONTSERRAT,,00000-0000,0000,03,3,1000,201305,1,15,602561000,1,01,202512,0,0,02,0,12,0,0,0,M20,
237348742,TRANSPLANTATION SOCIETY,% DENISE RAINVILLE,MONTREAL QUEBEC H3X3X6,CANADA,,00000-0000,0000,03,3,2000,197402,4,15,161180000,1,01,202412,8,7,01,0,12,13757084,5438945,4888511,G90Z,
237352551,DISABLED AMERICAN VETERANS,% RODNEY FERRER,1700 AVE JESUS T PINERO STE 180,SAN JUAN,PR,00921-1280,0557,04,9,3000,194206,1,00,264927160,5,01,202506,4,3,01,0,06,207926,88310,88310,,DEPT OF PUERTO RICO
237357706,ST CROIX ANIMAL WELFARE CENTER INC,% NANCY WALLACE,PO BOX 4405,KINGSHILL,VI,00851-4405,0000,03,3,1400,201506,1,15,913911059,1,01,202412,5,6,01,0,12,999906,1645291,1645291,D20,
237360926,VANCOUVER MANDARIN CHURCH,,VANCOUVER,CANADA,,00000-0000,0000,03,3,7000,197403,4,10,001000000,1,01,,0,0,06,0,12,,,,,
237361922,ASSOCIATION FOR IRANIAN STUDIES INC,% RIVANNE SANDLER,TORONTO ONTARIO M5S 1C1,CANADA,,00000-0000,0000,03,3,2000,197404,1,16,059000000,1,01,202509,4,3,01,0,09,367989,90301,90301,,
237409172,CARIBBEAN UNIVERSITY,,PO BOX 493,BAYAMON,PR,00960-0493,0000,03,3,2000,197411,1,11,030059149,1,01,202506,9,8,01,0,06,50721603,15334967,15334967,,
237409585,UNITED STEELWORKERS,% CORY KING,PO BOX 1113,CHRISTIANSTED,VI,00821-1113,0260,05,9,3000,194012,2,00,263264279,5,01,202512,5,3,01,0,12,637437,76080,76080,,08248 LOCAL
237415898,UNION ROAD VOLUNTEER FIRE DEPARTMENT INC,% JOSH WATTS,GASTONIA,AFGHANISTAN,,00000-0000,0000,04,3,3000,198005,1,00,407000000,1,01,202512,6,5,01,0,12,1045753,821558,821558,,
237417838,UNITED STEELWORKERS,% VEDIA ELIZEE,PO BOX 1436,ST THOMAS,VI,00804-1436,0260,05,9,3000,194012,2,00,263059269,1,01,202512,4,4,01,0,12,433405,126998,126998,,08249 LOCAL
237425454,OBELISK TEMPLE NO 187 ANCIENT EGYPT IAN ARABIC ORDER NOBLES MYSTIC SHR,% OBELISK TEMPLE 187,OPC 559 BOX 92,FPO,AP,96377-0000,0000,08,3,1000,202607,1,00,036319482,1,01,,1,2,02,0,12,,,,Y41,187 OBELISK TEMPLE
237442567,INTERNATIONAL CROPS RESEARCH INSTITUTE FOR THE SEMI-ARID TROPIC,,MEDAK DISTRICT TELANGANA,INDIA,,00000-0000,0000,03,3,1000,197408,2,15,199000000,1,01,202312,9,8,01,0,12,54373266,47095361,47095361,Q310,
237442980,ISRAEL RODRIGUEZ EVANGELISTIC ASSOCIATION INC,,PO BOX 41142,SANTURCE,PR,00940-1142,0000,03,3,7000,197503,1,10,001000000,1,02,,0,0,06,0,12,,,,,
237447563,EMMANUEL BAPTIST CHURCH,,PO BOX 1180,FPO,AP,96642-0000,0000,03,3,7190,197504,1,10,001029000,1,01,,0,0,06,0,12,,,,,
237457205,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,% RICARDO RODRIGUEZ,PO BOX 583,FLORIDA,PR,00650-0583,0194,05,9,3000,194010,2,00,263264265,5,01,202512,0,0,02,0,12,0,0,0,,3408 AFGE-USDA LOCAL
237507934,INTERNATIONAL ORDER OF THE RAINBOW GIRLS,% CHERYL BRODBECK,YARDLEY PA 19067,AFGHANISTAN,,00000-0000,5329,03,9,1000,197211,1,15,036279000,5,01,202505,0,0,02,0,05,0,0,0,,107 MORRISVILLE ASSEMBLY
237509315,ORDER OF THE EASTERN STAR OF FLORIDA,% DOROTHY FOLTZ,LARGO FLORIDA 33770,PAKISTAN,,00000-0000,0408,08,9,1000,197209,2,00,999000000,5,01,202602,0,0,02,0,02,0,0,0,,241 GULF BEACH
237539114,ORDER OF THE EASTERN STAR OF NEBRASKA,% ASHLEY BAXENDALE,KIMBALL 69145,NIUE,,00000-0000,0550,08,9,1000,197209,1,00,602561000,5,01,202512,0,0,02,0,12,0,0,0,,0262 TRUTH CHAPTER
237539652,ASSOCIATION OF CAMPS FARTHEST OUT INC,% KATHLEEN JACOBSE,"QUESNEL,BC,42J 6C6",CANADA,,00000-0000,1452,03,9,7000,195904,1,16,029000000,5,01,,0,0,02,0,12,,,,,CANADA BRITISH COLUMBIA MAINLAND
237546901,MSGR PATRICK R DUNIGAN ASSEMBLY NO 510 KNIGHTS OF COLUMBUS,% CHARLES T LOADER,BURTON MICHIGAN 48529,AFGHANISTAN,,00000-0000,0000,08,3,1000,201302,1,00,036029265,5,01,202512,0,0,02,0,12,0,0,0,Y40,
237576719,VALLEY OF SEOUL ORIENT OF JAPAN AND KOREA ANCIENT & ACCEPTED SCOTTISH,% WILLIAM MICHAEL ALEXANDER,PSC 400 BOX 192,APO,AP,96273-0002,0000,10,3,1000,201207,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,
237576720,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,% TOKYO MASONIC CENTER,MINATO KU TOKYO 105-0011,JAPAN,,00000-0000,0095,10,9,1000,197210,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF TOKYO & COORD BODIES
237576728,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SOUTHERN JURISDICTION,,PO BOX 2638,GUAYAMA,PR,00785-2638,0095,10,9,1000,197210,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF CAYEY
237576729,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,% CARLOS R RIOS-HERNANDEZ,PO BOX 564,PUERTO REAL,PR,00740-0564,0095,10,9,1000,197210,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF HUMACAO
237576731,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,% ANTONIO SOTO S,PO BOX 153,CABO ROJO,PR,00623-0153,0095,10,9,1000,197210,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF MAYAGUEZ
237576732,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS OF USA,% BENILDA VELEZ VELEZ,PO BOX 545,YAUCO,PR,00698-0545,0095,10,9,1000,197210,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF PONCE
237576733,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,% JOSE J GARCIA-VAZQUEZ,PO BOX 362095,SAN JUAN,PR,00936-2095,0095,10,9,1000,197210,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF SAN JUAN
237576739,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,% JUAN A PARDO-MORAN,202B CIRCULO C BASE RAMEY,AGUADILLA,PR,00603-0000,0095,10,9,1000,194009,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF ARECIBO
237576740,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SOUTHERN JURISDICTION,,PO BOX 2011,CAGUAS,PR,00726-2011,0095,10,9,1000,197210,1,00,030059902,5,01,202512,0,0,02,0,12,0,0,0,,VALLEY OF CAGUAS
237576743,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,,TAIPEI CITY ROC,TAIWAN,,00000-0000,0095,10,9,1000,197210,1,00,030059902,5,01,,0,0,02,0,12,,,,,VALLEY OF TAIPEI
